description,port,status,tcp,udp
Brocade SMI-S RPC,897,Unofficial,True,True
Brocade SMI-S RPC SSL,898,Unofficial,True,True
K3 SYSPRO K3 Framework WCF Backbone[citation needed],14900,Unofficial,True,False
Campbell Scientific Loggernet Software[85],6789,Unofficial,True,False
Bucky's Instant Messaging Program,6789,Unofficial,True,False
git, Git pack transfer service,9418,Official,True,True
EMC CLARiiON,6389,Unofficial,True,False
OSIsoft PI Notifications Client Access,5458,Unofficial,True,False
WebSphere Application Server Administration Console secure,9043,Unofficial,True,False
Hypertext Transfer Protocol (HTTP),80,Official [11],True,False
Teredo tunneling,3544,Official,False,True
Bitcoin JSON-RPC server[98],8332,Unofficial,True,False
HELM Web Host Automation Windows Control Panel,8086,Unofficial,True,False
Kaspersky AV Control Center,8086,Unofficial,True,False
protocol information and warnings,4018,Official,True,True
HTTP alternate (http_alt)—commonly used for Web proxy and caching server, or for running a Web server as a non-root user,8080,Official,True,False
Apache Tomcat,8080,Unofficial,True,False
FilePhile Master/Relay,8080,Unofficial,False,True
Vermont Systems / RecTrac Vermont Systems RecTrac (WebTrac) network installer,8080,Unofficial,True,False
Default[110] for BMC Software Control-M/Enterprise Manager Corba communication, though often changed during installation,13075,Official,True,False
Bitcoin[99],8333,Unofficial,True,False
VMware Server Management User Interface[95] (secure Web interface).[96] See also port 8222,8333,Unofficial,True,False
FCIP (Fiber Channel over Internet Protocol),3225,Official,True,True
Cisco TCO (Documentation),1975–1977,Official,False,True
gnutella-svc, gnutella (FrostWire, Limewire, Shareaza, etc.),6346,Official,True,True
Asterisk (PBX) Web Configuration utility (GUI Addon),8088,Unofficial,True,False
InterSystems Caché,1972,Official,True,True
Netop Business Solutions Netop School,1971,Official,True,True
Netop Business Solutions Netop Remote Control,1970,Official,True,True
Microsoft Net.TCP Port Sharing Service,808,Official,True,False
MATIP-Type B, Mapping of Airline Traffic over Internet Protocol,351,Official,True,True
MATIP-Type A, Mapping of Airline Traffic over Internet Protocol,350,Official,True,True
IBM Rational Developer for System z Remote System Explorer Daemon,4035,Unofficial,True,True
Audition Online Dance Battle, G10/alaplaya Server,19001,Unofficial,True,True
Audition Online Dance Battle, G10/alaplaya Server—Status/Version Check,19000,Unofficial,True,True
JACK sound server,19000,Unofficial,False,True
krbupdate [kreg], Kerberos registration,760,Unofficial,True,True
MSDP, Multicast Source Discovery Protocol,639,Official,True,True
Symantec AntiVirus Corporate Edition,2967,Unofficial,True,False
Internetwork Packet Exchange (IPX),213,Official,True,True
ANSI Z39.50,210,Official,True,True
AMLFilter, AMLFilter Inc. amlf-admin default port,21001,Unofficial,True,False
Belkin Network USB Hub[citation needed],19540,Unofficial,True,True
Message posting protocol (MPP),218,Official,True,True
WHOIS protocol,43,Official,True,False
acmsoda,6969,Official,True,True
BitTorrent tracker,6969,Unofficial,True,False
PDTP—FTP like file server in a P2P network,6086,Official,True,False
PandaROM Update Service Port,3040,Official,True,True
Battlefield 2 and mods,16567,Unofficial,False,True
DameWare Remote Control,6129,Official,True,False
Philips TVs based on jointSPACE [49],2323,Unofficial,True,False
Federal Emergency Management Information Systemhttp://www.iana.org/assignments/service-names-port-numbers/service-names-port-numbers.xml,1776,Official,True,True
Linksys PSUS4 print server[citation needed],34443,Unofficial,False,False
McAfee Network Agent[citation needed],6646,Unofficial,False,True
hddtemp - Utility to monitor hard drive temperature,7634,Unofficial,True,False
Dezta software,33982,Unofficial,True,True
SafetyNET p Real-time Industrial Ethernet protocol,40000,Official,True,True
KeyShadow for K2 - KeyAuditor & KeyServer, Sassafras Software Inc. Software Asset Management tools,19315,Official,True,True
Linden Lab viewer to sim on SecondLife[citation needed],13000–13050,Unofficial,False,True
http-mgmt,280,Official,True,True
Novell GroupWise clients in client/server access mode,1677,Official,True,True
Cross Fire, a multiplayer online First Person Shooter[citation needed],13008,Unofficial,True,True
glrpc, Groove Collaboration software GLRPC,9080,Official,False,True
glrpc, Groove Collaboration software GLRPC,9080,Official,True,False
WebSphere Application Server HTTP Transport (port 1) default,9080,Unofficial,True,False
VMware Server Management User Interface[95] (insecure Web interface).[96] See also port 8333,8222,Unofficial,True,False
SofaWare Technologies Remote HTTPS management for firewall devices running embedded Check Point FireWall-1 software,981,Unofficial,True,False
Soldat Dedicated Server,23073,Unofficial,False,False
Slim Devices discovery protocol,3483,Official,False,True
Slim Devices SlimProto protocol,3483,Official,True,False
AMQP,5672,Official,True,False
rmiactivation, RMI Activation,1098,Official,True,True
rmiregistry, RMI Registry,1099,Official,True,True
Opera Unite server,8840,Unofficial,True,False
Sinatra default server port in development mode (HTTP),4567,Unofficial,True,False
BGMP, Border Gateway Multicast Protocol,264,Official,True,True
Inter-Asterisk eXchange (IAX2),4569,Official,False,True
Setiqueue Proxy server client for SETI@Home project,5517,Unofficial,True,False
Sepialine Argos Communications port,7080,Unofficial,False,False
Session Initiation Protocol (SIP) over TLS,5061,Official,True,False
3m-image-lm Image Storage license manager 3M Company,1550,Official,True,True
Gadu-Gadu (direct client-to-client),1550,Unofficial,False,False
I2P SAM Bridge Socket API,7655,Unofficial,False,True
XNS (Xerox Network Systems) Mail,58,Official,True,True
Used by RedSeal Networks client/server connection[citation needed],3825,Unofficial,True,False
ISI Graphics Language (ISI-GL),55,Official,True,True
XNS (Xerox Network Systems) Clearinghouse,54,Official,True,True
Mail Transfer Protocol (RFC 780),57,Official,True,False
XNS (Xerox Network Systems) Authentication,56,Official,True,True
Route Access Protocol (RAP)[9],56,Unofficial,True,True
NetPanzer,3030,Unofficial,True,True
Remote Mail Checking Protocol[8],50,Official,True,True
Domain Name System (DNS),53,Official,True,True
XNS (Xerox Network Systems) Time Protocol,52,Official,True,True
Timbuktu Service 2 Port,1418,Official,True,True
Timbuktu Service 3 Port,1419,Official,True,True
SoftPerfect Bandwidth Manager,8701,Unofficial,False,True
ESRO, Efficient Short Remote Operations,259,Official,True,True
netwall, For Emergency Broadcasts,533,Official,False,True
netnews,532,Official,True,False
AOL Instant Messenger,531,Unofficial,True,True
RPC,530,Official,True,True
CI (Travelport) (formerly Covia) Comms Integrator,64,Official,True,True
IBM WebSphere MQ (formerly known as MQSeries),1414,Official,True,False
Default that will be used by the iControl Internet Cafe Suite Administration software,7890,Unofficial,True,False
Timbuktu Service 1 Port,1417,Official,True,True
Registered to: TelePath (the IBM FlowMark workflow-management system messaging platform)[65]
The TCP port is now used for: IBM WebSphere MQ Workflow,5010,Official,True,True
AppleTalk Routing Maintenance,201,Official,True,True
Radmin remote administration tool,4899,Official,True,True
FTPS Protocol (data): FTP over TLS/SSL,989,Official,True,True
Miralix GreenBox API[citation needed],3003,Unofficial,True,False
Teamware Office message transfer,25005,Official,True,False
ESRI SDE Instance,5151,Official,True,False
ESRI SDE Remote Start,5151,Official,False,True
IMP Logical Address Maintenance,51,Official,True,True
Bootstrap Protocol (BOOTP) Server; also used by Dynamic Host Configuration Protocol (DHCP),67,Official,False,True
Killing Floor,7708,Unofficial,False,True
BZFlag,5154,Official,True,True
LysKOM Protocol A,4894,Official,True,True
Simple File Transfer Protocol (SFTP),115,Official,True,False
The Palace "The Palace" Virtual Reality Chat software.—5,9998,Official,True,True
UUCP Path Service,117,Official,True,False
ONC RPC (Sun RPC),111,Official,True,True
Post Office Protocol v3 (POP3),110,Official,True,False
Ident—Authentication Service/Identification Protocol,[14] used by IRC servers to identify users,113,Official,True,False
Authentication Service[14] (auth),113,Official,False,True
TinyMUD and various derivatives,4201,Unofficial,True,False
Network News Transfer Protocol (NNTP)—retrieval of newsgroup messages,119,Official,True,False
SQL (Structured Query Language) Services,118,Official,True,True
Ryan's App "Ryan's App" Trading Software,9996,Official,True,True
The Palace "The Palace" Virtual Reality Chat software.—5,9996,Official,True,True
Sybase Advantage Database Server,6262,Unofficial,True,False
planet M.U.L.E.,6260,Unofficial,True,True
Nintendo Wi-Fi Connection[118],29900-29901,Unofficial,False,False
VNC remote desktop protocol—for incoming listening viewer, Hotline control connection,5500,Unofficial,True,False
Wolfson Microelectronics WISCEBridge Debug Protocol[114],22349,Unofficial,True,False
Syslog over TLS[83],6514,Official,True,False
Elipse RPC Protocol (REC),6515,Official,True,True
Miralix Proxy[citation needed],3008,Unofficial,True,False
ingreslock, ingres,1524,Official,True,True
Undo License Manager,5281,Official,True,False
Extensible Messaging and Presence Protocol (XMPP)[74],5281,Unofficial,True,False
Oracle database common alternative for listener,1526,Unofficial,True,False
Apache Derby Network Server default port,1527,Unofficial,True,False
nCube License Manager,1521,Official,True,False
Oracle database default listener, in future releases official port 2483,1521,Unofficial,True,False
HDL Server from CNRI,2641,Official,True,True
Network Console on Acid (NCA)—local tty redirection over OpenSSH,911,Unofficial,True,False
Tragic,2642,Official,True,True
Service Location Protocol (SLP),427,Official,True,True
Vertel VMF SA (i.e. App.. SpeakFreely),2074,Official,True,True
Novastor Online Backup,308,Official,True,False
electric imp node<>server communication (TLS),31314,Unofficial,True,False
Spiceworks Desktop, IT Helpdesk Software,9675,Unofficial,True,True
Wavestore Notification protocol[100],8602,Unofficial,True,True
Red Eclipse (Cube 2 derivative) default ports [117],28801 - 28802,Unofficial,False,True
Bouwsoft file/webserver[78],5433,Unofficial,True,False
ThinLinc Web Access,300,Unofficial,True,False
TorgaNET (Micronational Darknet),5124,Unofficial,True,True
Davis Instruments, WeatherLink IP,22222,Unofficial,True,False
Smartcard-TLS,4116,Official,True,True
iSCSI target,3260,Official,True,False
memcached,11211,Unofficial,True,True
Adobe Systems Macromedia Flash Real Time Messaging Protocol (RTMP) "plain" protocol,1935,Official,True,False
Xgrid,4111,Official,True,False
msft-gc-ssl, Microsoft Global Catalog over SSL (similar to port 3268, LDAP over SSL),3269,Official,True,True
msft-gc, Microsoft Global Catalog (LDAP service which contains data from Active Directory forests),3268,Official,True,True
Neverwinter Nights,5121,Unofficial,True,False
DHCP Failover protocol,847,Official,True,False
Bloomberg Application[citation needed],8195,Unofficial,True,False
I2P anonymizing overlay network,7652-7654,Unofficial,True,False
Adobe Flash[39],843,Unofficial,True,False
GoldSrc and Source engine dedicated server port,27015,Unofficial,False,False
Steam Downloads,27014-27050,Unofficial,True,False
Source engine dedicated server port (rare),27014,Unofficial,False,False
mongoDB server port,27017,Unofficial,False,False
Magicka server port,27016,Unofficial,False,False
Source engine dedicated server port,27010,Unofficial,False,False
EPCglobal Low Level Reader Protocol (LLRP) over TLS,5085,Official,True,True
EPCglobal Low Level Reader Protocol (LLRP),5084,Official,True,True
NetBeans integrated development environment,24444,Unofficial,False,False
FileMaker Data Access Layer (ODBC/JDBC),2399,Official,True,False
CPE WAN Management Protocol Technical Report 069,7547,Official,True,True
CCP's EVE Online Online gaming MMORPG,26900,Unofficial,True,False
CCP's EVE Online Online gaming MMORPG,26901,Unofficial,True,False
TelePath (the IBM FlowMark workflow-management system messaging platform)[65],5011,Official,True,True
X-BEAT,18606,Unofficial,True,True
X-BEAT—Status/Version Check,18605,Unofficial,True,True
Music Player Daemon (MPD),6600,Unofficial,True,False
Tor often used,9030,Unofficial,True,False
LogMeIn Hamachi (VPN tunnel software; also port 12975)—used to connect to Mediation Server (bibi.hamachi.cc); will attempt to use SSL (TCP port 443) if both 12975 & 32976 fail to connect,32976,Unofficial,True,False
Default for Cisco AON AMC (AON Management Console) [86],7010,Unofficial,True,False
FLIR Systems Camera Resource Protocol,22136,Unofficial,True,False
Big Brother and related Xymon (formerly Hobbit) System and Network Monitor,1984,Official,True,False
Cisco HSRP,1985,Official,False,True
SIMON (service and discovery),4753,Official,True,True
Google Talk Voice and Video connections [113],19294,Unofficial,True,False
Google Talk Voice and Video connections [113],19295,Unofficial,False,True
Minger Email Address Verification Protocol[57],4069,Official,False,True
Apprentice,4747,Unofficial,True,False
Flatcast[122],40123,Unofficial,False,True
shroudBNC,16000,Unofficial,True,False
Audition Online Dance Battle R4p3 Server, Nexon Server—Status/Version Check,18505,Unofficial R4p3 Server,True,True
Finger protocol,79,Official,True,False
Audition Online Dance Battle, Nexon Server,18506,Unofficial,True,True
BitTorrent part of full range of ports used most often,6902–6968,Unofficial,True,True
Reverse Routing Header (rrh)[37],753,Official,True,False
Reverse Routing Header (rrh),753,Official,False,True
userreg_server, Kerberos userreg server,753,Unofficial,False,True
Android ADB server,5037,Unofficial,True,False
kerberos_master, Kerberos authentication,751,Unofficial,True,True
kerberos-iv, Kerberos version IV,750,Official,False,True
gsi ftp, per the GridFTP specification,2811,Official,True,False
Splitlock Server,3606,Official,True,True
ComCam IO Port,3605,Official,False,True
tell send,754,Official,True,False
krb5_prop, Kerberos v5 slave propagation,754,Unofficial,True,False
tell send,754,Official,False,True
rmonitor, Remote Monitor,560,Official,False,True
monitor,561,Official,False,True
NNTP protocol over TLS/SSL (NNTPS),563,Official,True,True
LMP (Link Management Protocol (Internet)),[29] a protocol that runs between a pair of nodes and is used to manage traffic engineering (TE) links,701,Official,True,False
EForward-document transport system,2181,Official,True,True
Reserved[1],1109,Official,True,True
Kerberos Post Office Protocol (KPOP),1109,Unofficial,True,False
NAT / Xbox LIVE and/or Games for Windows - LIVE,3074,Official,True,True
GE Smallworld Datastore Server (SWMFS/Smallworld Master Filesystem)[citation needed],1590,Unofficial,True,False
BitTorrent part of full range of ports used most often,6881–6887,Unofficial,True,True
LogMeIn Hamachi (VPN tunnel software; also port 32976)—used to connect to Mediation Server (bibi.hamachi.cc); will attempt to use SSL (TCP port 443) if both 12975 & 32976 fail to connect,12975,Unofficial,True,False
MUSE,6888,Official,True,True
BitTorrent part of full range of ports used most often,6888,Unofficial,True,True
Internet Message Access Protocol (IMAP), version 3,220,Official,True,True
NFS or IIS or Teradata,1025,Unofficial,True,False
LeeCO POS Server Service,2212,Official,False,True
LeeCO POS Server Service,2212,Official,True,False
Port-A-Pour Remote WinBatch,2212,Unofficial,True,False
EMWIN,2211,Official,False,True
EMWIN,2211,Official,True,False
MikroTik Secure management for "The Dude",2211,Unofficial,True,False
NOAAPORT Broadcast Network,2210,Official,False,True
NOAAPORT Broadcast Network,2210,Official,True,False
MikroTik Remote management for "The Dude",2210,Unofficial,True,False
VoIP program used by Ventrilo,3784,Unofficial,True,True
Reserved[1],1023,Official,True,True
MAMP Server,8889,Unofficial,True,False
Earthland Relams 2 Server (AU1_1)[citation needed],8889,Unofficial,True,False
NetIQ NCAP Protocol,2219,Official,True,True
Often used by Microsoft DCOM services,1029,Unofficial,True,False
STUN, a protocol for NAT traversal (UDP is reserved)[53],5349,Official,True,False
TURN, a protocol for NAT traversal (UDP is reserved)[54],5349,Official,True,False
"dtspcd"—a network daemon that accepts requests from clients to execute commands and launch applications remotely,6112,Official,False,True
"dtspcd"—a network daemon that accepts requests from clients to execute commands and launch applications remotely,6112,Official,True,False
Blizzard's Battle.net gaming service and some games,[43] ArenaNet gaming service, Relic gaming service,6112,Unofficial,True,False
Club Penguin Disney online game for kids,6112,Unofficial,True,False
Club Penguin Disney online game for kids, Used by some Blizzard games[43],6113,Unofficial,True,False
Panda Software AdminSecure Communication Agent,19226,Unofficial,True,False
WinMX (see also 6257),6699,Unofficial,True,False
DNP - Secure (Distributed Network Protocol - Secure), a secure version of the protocol used in SCADA systems between communicating RTU's and IED's,19999,Official,False,False
TISERVICEMANAGEMENT Numara Track-It!,9010,Unofficial,True,False
IRC SSL (Secure Internet Relay Chat)—often used,6697,Unofficial,True,False
XPilot Contact,15345,Official,True,True
TUNNEL profile,[23] a protocol for BEEP peers to form an application layer tunnel,604,Official,True,False
SGMP, Simple Gateway Monitoring Protocol,153,Official,True,True
Background File Transfer Program (BFTP)[16],152,Official,True,True
Fixed port used for Adobe Flash Debug Player to communicate with a debugger (Flash IDE, Flex Builder or fdb).[91],7935,Unofficial,True,False
Windows Live Messenger (Voice),6901,Unofficial,True,True
BitTorrent part of full range of ports used most often,6901,Unofficial,True,True
EMC2 (Legato) Networker or Sun Solstice Backup,7937-9936,Official,True,True
SQL Service,156,Official,True,True
Astergate Control Daemon,9106,Official,True,True
DMSP, Distributed Mail Service Protocol[17],158,Unofficial,True,True
Xadmin Control Daemon,9105,Official,True,True
Reverse Battle Tetris,4242,Unofficial,True,False
Orthanc - Default DICOM port,4242,Unofficial,True,False
scol, protocol used by SCOL 3D virtual worlds server to answer world name resolution client request[44],1200,Official,True,False
scol, protocol used by SCOL 3D virtual worlds server to answer world name resolution client request,1200,Official,False,True
Steam Friends Applet,1200,Unofficial,False,True
PDL Data Stream,9100,Official,True,False
Bacula Director,9101,Official,True,True
Torpark—Control,82,Unofficial,False,True
codeheart.js Relay Server,25560,Unofficial,True,False
OSIsoft PI Asset Framework Client Access,5457,Unofficial,True,False
Standard Minecraft (Dedicated) Server,25565,Unofficial,True,False
MySQL Standard MySQL port,25565,Unofficial,False,False
Default used by Smartlaunch Internet Cafe Administration[89] software,7831,Unofficial,True,False
Xware xTrm Communication Protocol over SSL,3424,Official,True,False
Enemy Territory: Quake Wars,7133,Unofficial,True,False
RLZ DBase,635,Official,True,True
Kerberos (protocol) administration,749,Official,True,True
SFlow, sFlow traffic monitoring,6343,Official,False,True
Torpark—Onion routing,81,Unofficial,True,False
Pokémon Netbattle,30000,Unofficial,False,False
gnutella-rtr, Gnutella alternate,6347,Official,True,True
TACACS Login Host protocol,49,Official,True,True
NI FTP[7],47,Official,True,True
Domain Name System (DNS) RNDC Service,953,Unofficial,True,True
SMAUSA OpCon Scheduler as the default listen port[citation needed],3100,Official,True,False
BlackBerry Enterprise Server communication to cloud,3101,Unofficial,True,False
Unassigned,40,Official,True,True
EasyBits School network discovery protocol (for Intel's CMPC platform),1110,Unofficial,False,True
Remote Job Entry,5,Official,True,True
Game titled "Jedi Knight: Jedi Academy" by Ravensoft,29070,Unofficial,True,True
Kerberos Change/Set password,464,Official,True,True
Used by some Blizzard games[43],1119,Unofficial,True,True
IPSec (Internet Protocol Security),1293,Official,True,True
MooseFS distributed file system—chunk servers to clients,9422,Unofficial,True,False
TheosNet-Admin listening for TheòsMessenger client connections,2501,Official,True,False
THEÒSMESSENGER listening for TheòsMessenger client connections,2500,Official,True,False
Symantec NetBackup—bpcd (formerly VERITAS),13782,Official,True,True
Symantec VOPIED protocol (formerly VERITAS),13783,Official,True,True
Symantec nomdb (formerly VERITAS),13786,Official,True,True
Ascom Timeplex BRE (Bridge Relay Element),4096,Official,True,True
RuneScape, FunOrb, Runescape Private Servers game servers,43594,Unofficial,True,False
Symantec NetBackup Database—nbdb (formerly VERITAS),13785,Official,True,True
Any of the USGN online games, most notably Counter Strike 2D multiplayer (2D clone of popular CounterStrike computer game),36963,Unofficial,False,True
WibuKey, WIBU-SYSTEMS AG Software protection system,22347,Official,True,True
Intuit Quickbooks client,10172,Unofficial,True,False
TetriNET Used for game spectators,31458,Unofficial,True,False
Catamount Software - PocketMoney Sync[citation needed],9191,Unofficial,True,False
HTTP Alternate,8008,Official,True,False
IBM HTTP Server administration default,8008,Unofficial,True,False
ajp13—Apache JServ Protocol AJP Connector,8009,Unofficial,True,False
Avtex LLC - qStats,9199,Unofficial,True,False
Audition Online Dance Battle, AsiaSoft Thailand Server,18201,Unofficial,True,True
iRDMI (Intel Remote Desktop Management Interface)[92]—sometimes erroneously used instead of port 8080,8000,Official,False,True
iRDMI (Intel Remote Desktop Management Interface)[92]—sometimes erroneously used instead of port 8080,8000,Official,True,False
Commonly used for internet radio streams such as those using SHOUTcast,8000,Unofficial,True,False
FreemakeVideoCapture service a part of Freemake Video Downloader [93],8000,Unofficial,True,False
Nortel Contivity Router Firewall User Authentication (FWUA) default port number,8000,Unofficial,True,False
Commonly used for internet radio streams such as those using SHOUTcast,8001,Unofficial,True,False
Cisco Systems Unified Call Manager Intercluster[citation needed],8002,Unofficial,True,False
Multiplicity: keyboard/mouse/clipboard sharing software,30564,Unofficial,True,False
NAS (Netnews Administration System)[41],991,Official,True,True
WIP Message protocol,99,Unofficial,True,False
I2P Monotone Repository,8998,Unofficial,True,False
Paradigm Research & Development Jetnet[84] default,6543,Unofficial,False,True
Microsoft Message Queuing,1801,Official,True,True
VoIP program used by Ventrilo,3785,Unofficial,False,True
Xware xTrm Communication Protocol,3423,Official,True,False
VMware Remote Console [40],903,Unofficial,True,False
pcANYWHEREdata, Symantec pcAnywhere (version 7.52 and later[79])[80] data,5631,Official,True,False
pcANYWHEREstat, Symantec pcAnywhere (version 7.52 and later) status,5632,Official,False,True
GELF Protocol,12201,Unofficial,False,True
Secure Access Control Server (ACS) for Windows[citation needed],2002,Unofficial,True,False
Reserved[1],49151,Official,True,True
Cisco SCCP (Skinny),2000,Official,True,True
CAPTAN Test Stand System,2001,Unofficial,False,True
MapleStory Login Server,8484,Unofficial,True,False
Home FTP Server web Interface Default Port[citation needed],4993,Unofficial,True,True
tcpnethaspsrv (Aladdin Knowledge Systems Hasp services, TCP/IP version),475,Official,True,True
CCNx,9695,Official,False,True
H.323 Registration and alternate communication,1719,Official,False,True
FTPS Protocol (control): FTP over TLS/SSL,990,Official,True,True
